,x,y
0,96.59778045695711,97761.5920164873
1,48.00289213948198,27613.98920708773
2,47.93975578283826,29410.187753274404
3,47.80902581815122,15789.597531491618
4,69.78442710984667,20953.383452603794
5,12.270539538568674,12185.733102542
6,43.546966975903565,10999.02616408729
7,77.0706803779473,19178.190747796147
8,58.139404592729896,1994.3980753812707
9,15.394831077175457,19529.532402430654
10,44.43100505602109,18065.59564600278
11,73.46343582528633,29564.95234732412
12,76.61276889708084,28110.09570955568
13,29.268049555261808,23989.994334026644
14,11.377760131980734,2028.689684393087
15,86.52235012761139,43844.52282214923
16,58.20246699564608,10083.262446516732
17,102.8683063543202,143019.16695611904
18,79.40230718287692,22800.205390901
19,63.12717251268874,17372.288150170687
20,20.884772424738166,14947.991596157783
21,93.63150017670347,72222.77032961923
22,74.02260944544048,31385.510950093736
23,76.68046385764477,8677.748450070014
24,80.48605665458953,18077.658800338686
25,59.499431664674745,10545.784950743542
26,89.26525488597179,57300.97940984339
27,21.87298647082576,17424.616176745694
28,83.06360974560674,28954.850316814787
29,92.9371416445331,60346.99765349819
30,76.32752224432863,12180.521290129509
31,38.463077437348815,25417.67198110866
32,60.80861926709215,6315.253821158996
33,67.08179702705496,4106.669028664011
34,40.164975547238484,8545.457695169069
35,11.160166467795495,6824.604121821874
36,13.353563215498998,14820.310664403485
37,49.88065218930007,20252.31615789833
38,32.97375928900227,24508.17444752215
39,35.6885600823592,12566.71698295282
40,60.73112800384677,6735.020909228687
41,69.34309997411425,23194.235073101598
42,15.778387366177014,13733.658223477094
43,68.92238622677374,9840.512552441021
44,82.50314320799342,41754.1787192631
45,88.88632576966548,39508.11506227682
46,30.765686711538436,24174.35478683655
47,47.74727963271087,4877.641347081336
48,97.39348596339728,81558.18931138427
49,93.90005422274837,66264.64235351246
50,31.314142677594088,11149.944262072895
51,19.945375320827893,1198.17050093334
52,39.88647569021457,28795.228263846075
53,86.49158045924723,40395.87641149433
54,41.77456678712908,15844.03657701327
55,95.87002192414928,89534.0533168045
56,54.01071298865305,17477.629338916744
57,93.56879252881555,54028.28096671311
58,16.54919784503778,24506.575146015177
59,76.00037142499077,16257.675464098777
60,46.37288164481171,25654.722475455474
61,18.97257725018854,28308.61603548034
62,72.00769594999035,21014.23583523798
63,9.629311068117065,17611.0593945251
64,33.89211051929455,13043.646122865195
65,73.46878376021684,7531.888872324907
66,76.38531942100941,20081.604399569755
67,75.60750521268669,33378.47766670028
68,89.64198802791304,52652.063027803655
69,21.504190996206045,24251.15329893419
70,20.578272398380275,19768.53249211515
71,40.499084279821744,10652.420939577018
72,67.7873286903537,26291.134259131126
73,8.90328580688138,29148.929018652256
74,97.44741226108492,91105.84199151945
75,64.50823685683699,17485.908145879188
76,102.54862960005518,129089.99170061527
77,39.66396359310992,17954.065670344928
78,77.09693726366993,35328.0427453591
79,101.60062776630821,145385.46118252102
80,48.5972528298008,27935.874953902465
81,83.46744026220651,21988.41099941962
82,72.66681638334104,26029.751116451356
83,88.98011586766714,34284.96614847216
84,96.34590224919188,90420.88005274354
85,62.11889538408317,4724.323358343796
86,24.880501437257916,29861.49551564508
87,71.7760115834551,6330.855089440758
88,49.49445047724046,23950.531273233104
89,33.571054795266605,3323.6452205560804
90,86.22670783399192,50901.55633263484
91,67.88099151203016,8813.401370530322
92,17.18943380484887,29564.050098117175
93,43.64492820998507,20927.37118790316
94,102.39167064170282,147687.9104492844
95,48.31970827288364,3378.732887638753
96,38.83993442983737,4399.466632254166
97,27.230124573709535,13526.262233136486
98,19.22447566446563,22652.8894106874
99,21.725390395995507,7690.053286700746
