,x1,x2,y
0,0.048288539969168286,0.2675921404294759,1
1,1.3631505340700847,0.1711225249379441,0
2,-0.424253357397672,0.893937129173132,0
3,0.11234420904071396,0.5656715016621812,0
4,-1.2624525156265956,0.5217353134869234,0
5,0.3354133489379141,-0.45277477675931577,1
6,1.5507982145873518,-0.42235086018842644,1
7,0.7436477121032357,-0.7510972205070864,1
8,1.2189619648597982,0.36756025804182846,0
9,-0.9599934064404811,0.8048897031848661,0
10,1.5796373230977085,0.0903287881258018,1
11,1.8404530651924045,-0.29136371569948233,1
12,1.903352088659579,-0.403809045799553,1
13,2.0193138610403714,0.26923744746053113,1
14,-0.5253608145765647,0.9844008893794046,0
15,2.208978727143039,-0.31224134177127505,1
16,0.8884513766236366,-0.15283655826248937,1
17,1.1189250884515491,1.2892781651832457,0
18,0.3537764195138457,-0.2519609462547453,1
19,0.915530713352971,0.589052600310751,0
20,2.271870172719453,0.44043322385506994,1
21,0.3054471696930282,0.20878938567132765,0
22,-0.5587470846701086,0.6022612034000409,0
23,-0.2633635343996854,1.1395474435715567,0
24,1.5600853011924727,-0.47077276946226576,1
25,0.4140339963504651,0.9658524026759817,0
26,0.3585124791283961,0.8796446689657087,0
27,1.1499159277959297,-0.3326163458661594,0
28,0.8257124163649957,0.7041558623502364,0
29,-1.0601064164631024,-0.04140888253271044,0
30,1.164493240079496,-0.6818084612350875,1
31,-0.025035630500070072,0.661608079898049,0
32,0.409941125242096,0.005020837665429531,1
33,1.9153265524997134,-0.5130271800878323,1
34,0.4143189972416779,0.3666484938667154,0
35,-1.2538993299878838,-0.03147389625127772,0
36,1.0327367511173617,0.9740714547234226,0
37,1.0259650580967812,-0.9816616248704779,1
38,1.0206194330913854,-0.9150852696097437,1
39,-0.006352169158547971,-0.11025942643528239,1
40,-1.03806120869418,-0.05472477509517609,0
41,-0.7382527473616421,0.5285498335507549,0
42,-0.3520935147822557,0.19161443484689963,0
43,0.6753270699645627,-0.6352264593673226,1
44,1.651187167526427,0.04675105709499236,1
45,0.3214964756608064,0.5221636151635192,0
46,-0.02415763323553985,0.22575111114757357,1
47,-0.19071287960492178,1.139923361112868,0
48,0.5352742035306302,-0.30634535292057785,1
49,1.0703991519292675,0.5989925117707442,0
50,-0.016473366345871925,0.17771504801625435,1
51,2.2986579794851156,-0.2014506947978078,1
52,1.741609069621059,0.051420813056280545,1
53,-1.0327023917462126,-0.11171291037965406,0
54,-0.0719517267382215,0.2720644437746453,1
55,-0.1358103449645519,1.2443818964846494,0
56,1.5931603957312532,-0.28617773887239656,1
57,0.3393049391717682,0.5030571378468905,1
58,0.30072278278721765,0.1907272909551755,1
59,1.5192746657612208,0.08338916713805024,1
60,1.8171419236667716,-0.13893713606989572,1
